image_path                                           ,class_name       ,benefit
images/10Coleus scitellarioides(CS)/class10_58.jpg    ,Pako-pako        ,  
images/10Coleus scitellarioides(CS)/class10_59.jpg    ,Pako-pako        ,  
images/10Coleus scitellarioides(CS)/class10_60.jpg    ,Pako-pako        ,  
images/10Coleus scitellarioides(CS)/class10_61.jpg    ,Pako-pako        ,  
images/10Coleus scitellarioides(CS)/class10_62.jpg    ,Pako-pako        ,  
images/10Coleus scitellarioides(CS)/class10_63.jpg    ,Pako-pako        ,  
images/10Coleus scitellarioides(CS)/class10_64.jpg    ,Pako-pako        ,  
images/10Coleus scitellarioides(CS)/class10_65.jpg    ,Pako-pako        ,  
images/10Coleus scitellarioides(CS)/class10_66.jpg    ,Pako-pako        ,  
images/10Coleus scitellarioides(CS)/class10_67.jpg    ,Pako-pako        ,  
images/10Coleus scitellarioides(CS)/class10_68.jpg    ,Pako-pako        ,  
images/10Coleus scitellarioides(CS)/class10_69.jpg    ,Pako-pako        ,  
images/10Coleus scitellarioides(CS)/class10_70.jpg    ,Pako-pako        ,  
images/10Coleus scitellarioides(CS)/class10_71.jpg    ,Pako-pako        ,  
images/10Coleus scitellarioides(CS)/class10_72.jpg    ,Pako-pako        ,  
images/10Coleus scitellarioides(CS)/class10_73.jpg    ,Pako-pako        ,  
images/10Coleus scitellarioides(CS)/class10_74.jpg    ,Pako-pako        ,  
images/10Coleus scitellarioides(CS)/class10_75.jpg    ,Pako-pako        ,  
images/10Coleus scitellarioides(CS)/class10_76.jpg    ,Pako-pako        ,  
images/10Coleus scitellarioides(CS)/class10_77.jpg    ,Pako-pako        ,  
images/10Coleus scitellarioides(CS)/class10_78.jpg    ,Pako-pako        ,  
images/10Coleus scitellarioides(CS)/class10_79.jpg    ,Pako-pako        ,  
images/10Coleus scitellarioides(CS)/class10_80.jpg    ,Pako-pako        ,  
images/10Coleus scitellarioides(CS)/class10_81.jpg    ,Pako-pako        ,  
images/10Coleus scitellarioides(CS)/class10_82.jpg    ,Pako-pako        ,  
images/10Coleus scitellarioides(CS)/class10_83.jpg    ,Pako-pako        ,  
images/10Coleus scitellarioides(CS)/class10_84.jpg    ,Pako-pako        ,  
images/10Coleus scitellarioides(CS)/class10_85.jpg    ,Pako-pako        ,  
images/10Coleus scitellarioides(CS)/class10_86.jpg    ,Pako-pako        ,  
images/10Coleus scitellarioides(CS)/class10_87.jpg    ,Pako-pako        ,  
images/10Coleus scitellarioides(CS)/class10_88.jpg    ,Pako-pako        ,  
images/10Coleus scitellarioides(CS)/class10_89.jpg    ,Pako-pako        ,  
images/10Coleus scitellarioides(CS)/class10_90.jpg    ,Pako-pako        ,  
images/10Coleus scitellarioides(CS)/class10_91.jpg    ,Pako-pako        ,  
images/10Coleus scitellarioides(CS)/class10_92.jpg    ,Pako-pako        ,  
images/10Coleus scitellarioides(CS)/class10_93.jpg    ,Pako-pako        ,  
images/10Coleus scitellarioides(CS)/class10_94.jpg    ,Pako-pako        ,  
images/10Coleus scitellarioides(CS)/class10_95.jpg    ,Pako-pako        ,  
images/10Coleus scitellarioides(CS)/class10_96.jpg    ,Pako-pako        ,  
images/10Coleus scitellarioides(CS)/class10_97.jpg    ,Pako-pako        ,  
images/10Coleus scitellarioides(CS)/class10_98.jpg    ,Pako-pako        ,  
images/10Coleus scitellarioides(CS)/class10_99.jpg    ,Pako-pako        ,
images/10Coleus scitellarioides(CS)/class10_100.jpg    ,Pako-pako        ,
images/11Phyllanthus ninuri(PN)/class11_1.jpg        ,Chanca piedra    ,Helps treat liver and kidney diseases reduces blood sugar and has anti-inflammatory properties.
images/11Phyllanthus ninuri(PN)/class11_2.jpg        ,Chanca piedra    ,
images/11Phyllanthus ninuri(PN)/class11_3.jpg        ,Chanca piedra    ,
images/11Phyllanthus ninuri(PN)/class11_4.jpg        ,Chanca piedra    ,
images/11Phyllanthus ninuri(PN)/class11_5.jpg        ,Chanca piedra    ,
images/11Phyllanthus ninuri(PN)/class11_6.jpg        ,Chanca piedra    ,
images/11Phyllanthus ninuri(PN)/class11_7.jpg        ,Chanca piedra    ,
images/11Phyllanthus ninuri(PN)/class11_8.jpg        ,Chanca piedra    ,
images/11Phyllanthus ninuri(PN)/class11_9.jpg        ,Chanca piedra    ,
images/11Phyllanthus ninuri(PN)/class11_10.jpg       ,Chanca piedra    ,
images/11Phyllanthus ninuri(PN)/class11_11.jpg       ,Chanca piedra    ,
images/11Phyllanthus ninuri(PN)/class11_12.jpg       ,Chanca piedra    ,
images/11Phyllanthus ninuri(PN)/class11_13.jpg       ,Chanca piedra    ,
images/11Phyllanthus ninuri(PN)/class11_14.jpg       ,Chanca piedra    ,
images/11Phyllanthus ninuri(PN)/class11_15.jpg       ,Chanca piedra    ,
images/11Phyllanthus ninuri(PN)/class11_16.jpg       ,Chanca piedra    ,
images/11Phyllanthus ninuri(PN)/class11_17.jpg       ,Chanca piedra    ,
images/11Phyllanthus ninuri(PN)/class11_18.jpg       ,Chanca piedra    ,
images/11Phyllanthus ninuri(PN)/class11_19.jpg       ,Chanca piedra    ,
images/11Phyllanthus ninuri(PN)/class11_20.jpg       ,Chanca piedra    ,
images/11Phyllanthus ninuri(PN)/class11_21.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_22.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_23.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_24.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_25.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_26.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_27.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_28.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_29.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_30.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_31.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_32.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_33.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_34.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_35.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_36.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_37.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_38.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_39.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_40.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_41.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_42.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_43.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_44.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_45.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_46.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_47.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_48.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_49.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_50.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_51.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_52.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_53.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_54.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_55.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_56.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_57.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_58.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_59.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_60.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_61.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_62.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_63.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_64.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_65.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_66.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_67.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_68.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_69.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_70.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_71.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_72.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_73.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_74.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_75.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_76.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_77.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_78.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_79.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_80.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_81.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_82.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_83.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_84.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_85.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_86.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_87.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_88.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_89.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_90.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_91.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_92.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_93.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_94.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_95.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_96.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_97.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_98.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_99.jpg       ,Chanca piedra    ,  
images/11Phyllanthus ninuri(PN)/class11_100.jpg      ,Chanca piedra    ,  
images/12Corchorus olitorius(CO)/class12_1.jpg       ,Saluyot          ,Rich in nutrients it aids in digestion, boosts immunity, and improves skin health.
images/12Corchorus olitorius(CO)/class12_2.jpg       ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_3.jpg       ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_4.jpg       ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_5.jpg       ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_6.jpg       ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_7.jpg       ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_8.jpg       ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_9.jpg       ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_10.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_11.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_12.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_13.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_14.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_15.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_16.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_17.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_18.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_19.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_20.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_21.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_22.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_23.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_24.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_25.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_26.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_27.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_28.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_29.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_30.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_31.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_32.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_33.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_34.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_35.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_36.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_37.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_38.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_39.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_40.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_41.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_42.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_43.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_44.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_45.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_46.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_47.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_48.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_49.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_50.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_51.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_52.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_53.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_54.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_55.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_56.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_57.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_58.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_59.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_60.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_61.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_62.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_63.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_64.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_65.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_66.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_67.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_68.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_69.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_70.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_71.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_72.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_73.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_74.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_75.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_76.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_77.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_78.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_79.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_80.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_81.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_82.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_83.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_84.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_85.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_86.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_87.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_88.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_89.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_90.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_91.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_92.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_93.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_94.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_95.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_96.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_97.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_98.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_99.jpg      ,Saluyot          ,
images/12Corchorus olitorius(CO)/class12_100.jpg     ,Saluyot          ,
images/13Momordica charantia(MC)/class13_1.jpg      ,Ampalaya         ,Known for controlling blood sugar levels, treating diabetes, and improving digestion.
images/13Momordica charantia(MC)/class13_2.jpg      ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_3.jpg      ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_4.jpg      ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_5.jpg      ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_6.jpg      ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_7.jpg      ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_8.jpg      ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_9.jpg      ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_10.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_11.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_12.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_13.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_14.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_15.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_16.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_17.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_18.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_19.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_20.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_21.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_22.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_23.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_24.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_25.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_26.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_27.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_28.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_29.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_30.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_31.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_32.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_33.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_34.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_35.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_36.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_37.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_38.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_39.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_40.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_41.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_42.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_43.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_44.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_45.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_46.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_47.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_48.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_49.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_50.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_51.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_52.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_53.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_54.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_55.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_56.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_57.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_58.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_59.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_60.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_61.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_62.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_63.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_64.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_65.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_66.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_67.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_68.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_69.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_70.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_71.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_72.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_73.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_74.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_75.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_76.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_77.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_78.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_79.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_80.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_81.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_82.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_83.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_84.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_85.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_86.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_87.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_88.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_89.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_90.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_91.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_92.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_93.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_94.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_95.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_96.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_97.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_98.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_99.jpg     ,Ampalaya         ,
images/13Momordica charantia(MC)/class13_100.jpg    ,Ampalaya         ,
images/14Euphorbia hirta(EH)/class14_1.jpg           ,Tawa-tawa        ,Used for respiratory issues coughs and as a natural remedy for asthma and bronchitis.
images/14Euphorbia hirta(EH)/class14_2.jpg           ,Tawa-tawa        ,
images/14Euphorbia hirta(EH)/class14_3.jpg           ,Tawa-tawa        ,
images/14Euphorbia hirta(EH)/class14_4.jpg           ,Tawa-tawa        ,
images/14Euphorbia hirta(EH)/class14_5.jpg           ,Tawa-tawa        ,
images/14Euphorbia hirta(EH)/class14_6.jpg           ,Tawa-tawa        ,
images/14Euphorbia hirta(EH)/class14_7.jpg           ,Tawa-tawa        ,
images/14Euphorbia hirta(EH)/class14_8.jpg           ,Tawa-tawa        ,
images/14Euphorbia hirta(EH)/class14_9.jpg           ,Tawa-tawa        ,
images/14Euphorbia hirta(EH)/class14_10.jpg          ,Tawa-tawa        ,
images/14Euphorbia hirta(EH)/class14_11.jpg          ,Tawa-tawa        ,
images/14Euphorbia hirta(EH)/class14_12.jpg          ,Tawa-tawa        ,
images/14Euphorbia hirta(EH)/class14_13.jpg          ,Tawa-tawa        ,
images/14Euphorbia hirta(EH)/class14_14.jpg          ,Tawa-tawa        ,
images/14Euphorbia hirta(EH)/class14_15.jpg          ,Tawa-tawa        ,
images/14Euphorbia hirta(EH)/class14_16.jpg          ,Tawa-tawa        ,
